num_consumers,num_goods,type_market,noise_factor,target_eps,final_epsilon,total_num_samples,total_pruned_0,total_pruned_1,total_pruned_2
5,5,preferred_good_distribution,2.0,0.1,0.0767752782416782,2651213,5,3,4
5,5,preferred_good_distribution,2.0,0.1,0.07619027329308588,1935277,9,5,2
5,5,preferred_good_distribution,2.0,0.1,0.07619027329308588,2002396,10,2,4
5,5,preferred_good_distribution,2.0,0.1,0.07552654394809936,1062730,20,0,0
5,5,preferred_good_distribution,2.0,0.1,0.07619027329308588,1957650,10,3,3
5,5,preferred_good_distribution,2.0,0.1,0.07634316873060386,1935277,11,4,0
5,5,preferred_good_distribution,2.0,0.1,0.07586951126252559,1733920,8,7,3
5,5,preferred_good_distribution,2.0,0.05,0.03776358845831672,4429802,18,2,0
5,5,preferred_good_distribution,2.0,0.05,0.03793507355269025,5503688,18,0,0
5,5,preferred_good_distribution,2.0,0.05,0.03793507355269025,5503688,18,0,0
5,5,preferred_good_distribution,2.0,0.05,0.03793507355269025,5503688,18,0,0
5,5,preferred_good_distribution,2.0,0.05,0.03793507355269025,6577576,14,0,4
5,5,preferred_good_distribution,2.0,0.05,0.03793507355269025,6040632,16,0,2
5,5,preferred_good_distribution,2.0,0.05,0.03776358845831672,4250820,20,0,0
5,5,preferred_good_distribution,2.0,0.05,0.03793507355269025,5503688,18,0,0
5,5,preferred_good_distribution,2.0,0.05,0.03793507355269025,5503688,18,0,0
5,5,preferred_good_distribution,2.0,0.05,0.03817190427153007,7382990,15,0,0
5,5,preferred_good_distribution,2.0,0.05,0.03793507355269025,5503688,18,0,0
5,5,preferred_good_distribution,2.0,0.05,0.03776358845831672,4429802,18,2,0
5,5,preferred_good_distribution,2.0,0.05,0.03776358845831672,4250820,20,0,0
5,5,preferred_good_distribution,2.0,0.05,0.03776358845831672,4250820,20,0,0
5,5,preferred_good_distribution,2.0,0.05,0.038246052455046864,8009424,14,0,0
5,5,preferred_good_distribution,4.0,0.2,0.15173936855881265,567181,11,4,3
5,5,preferred_good_distribution,4.0,0.2,0.15355090664823656,826023,9,2,1
5,5,preferred_good_distribution,4.0,0.2,0.15355090664823656,787958,12,0,0
5,5,preferred_good_distribution,4.0,0.2,0.15173936855881265,605246,8,6,4
5,5,preferred_good_distribution,4.0,0.2,0.15355090664823656,848862,6,5,1
5,5,preferred_good_distribution,4.0,0.2,0.15355090664823656,826023,7,5,0
5,5,preferred_good_distribution,4.0,0.2,0.15298327658005756,757506,8,4,2
5,5,preferred_good_distribution,4.0,0.2,0.15173936855881265,559568,10,6,2
5,5,preferred_good_distribution,4.0,0.2,0.1510534323657183,392082,16,4,0
5,5,preferred_good_distribution,4.0,0.2,0.15355090664823656,841249,9,1,2
5,5,preferred_good_distribution,4.0,0.2,0.15355090664823656,924992,4,3,5
5,5,preferred_good_distribution,4.0,0.2,0.1526866856552767,727054,8,4,3
5,5,preferred_good_distribution,4.0,0.2,0.1510534323657183,392082,16,4,0
5,5,preferred_good_distribution,4.0,0.2,0.15173936855881265,536729,13,3,2
5,5,preferred_good_distribution,4.0,0.2,0.15408748150770207,985896,6,0,4
5,5,preferred_good_distribution,4.0,0.15,0.11380335856914636,927139,11,7,0
5,5,preferred_good_distribution,4.0,0.15,0.11451383910054383,1143690,13,2,0
5,5,preferred_good_distribution,4.0,0.15,0.11328891170357887,724120,14,6,0
5,5,preferred_good_distribution,4.0,0.15,0.11495221296884968,1414383,7,5,1
5,5,preferred_good_distribution,4.0,0.15,0.11612945545275284,1969299,4,1,2
5,5,preferred_good_distribution,4.0,0.15,0.11328891170357887,697050,16,4,0
